Trait	Marker	Locus	Locus_pos	marker_F	marker_p	markerR2	markerDF	markerMS	errorDF	errorMS	modelDF	modelMS
EarDia	PZA03128.1	1	9084948	0.2584355930908975	0.7724876888453877	0.002226592373409738	2.0	3.792193009175435	225.0	14.673648330791792	4.0	26.176040556585008
EarDia	PZA03128.3	1	9084979	0.046807643341989294	0.8289069607845336	1.994775052220037E-4	1.0	0.6698697867445844	229.0	14.311119700052718	3.0	26.958509432484487
EarDia	PZA02284.1	1	9273299	1.1401569333642665	0.32160921616064525	0.009798060010154552	2.0	16.421157582300566	225.0	14.402541528951263	4.0	27.837086336574316
EarDia	PZA00731.6	1	9300391	0.42855779696891927	0.6519809313603131	0.003726070829759686	2.0	6.322051702586123	224.0	14.751923188191634	4.0	22.245968290766882
EarDia	PZA00731.7	1	9300541	0.23692673486558075	0.7892414319927757	0.002008062260523274	2.0	3.4567379775630798	230.0	14.589902568506012	4.0	21.795443060488537
EarDia	PZA03519.2	1	10065856	0.014637595853906093	0.9038131082196738	6.52840503224164E-5	1.0	0.22071502017615785	219.0	15.078638758649651	3.0	26.20650439330878
EarDia	PZA03519.1	1	10066126	0.430434007164082	0.512440511884289	0.0018485943927925143	1.0	6.319470581651331	227.0	14.68162477051294	3.0	28.599525410024246
EarDia	PZA03520.1	1	10067544	3.1345434089345776	0.07799793499739861	0.013390439558336688	1.0	45.6374086327196	226.0	14.559507615251569	3.0	39.253227569956984
EarDia	PZA03520.2	1	10067604	3.879946855187258	0.050087466505682465	0.016520979811051273	1.0	56.306942230320146	226.0	14.51229728959847	3.0	42.80973876915717
EarDia	PZA03520.4	1	10067852	3.1786213734322977	0.07593226599204313	0.013348503770697573	1.0	45.912147784790704	229.0	14.444044254070576	3.0	43.93718278844199
EarDia	PZA03521.1	1	10068726	2.867763795312872	0.05886907100594678	0.023871404340661543	2.0	41.070077323755186	229.0	14.321290125386511	4.0	40.34202627237357
EarDia	PZA00106.9	1	10069039	2.242209159816221	0.10859203324151182	0.01914426214754799	2.0	32.21585508493081	225.0	14.367908071328783	4.0	33.20231747054788
EarDia	PZA00106.10	1	10069145	2.8436766305339387	0.06030555659608621	0.023995372587843608	2.0	40.1991168752179	225.0	14.136317907451371	4.0	42.475224268484226
EarDia	PZA03551.1	1	12208400	0.18757753405044553	0.6653481584815917	7.995057275645843E-4	1.0	2.7478333291360286	229.0	14.64905348631489	3.0	27.42729285551968
EarDia	PZA03551.2	1	12208569	0.05752000952078942	0.8107088574069495	2.8258232203881963E-4	1.0	0.8927362857743901	197.0	15.520447461882444	3.0	33.89322828549606
EarDia	PZA03552.1	1	12209727	0.16334065313807572	0.6864955055505506	7.32059554988168E-4	1.0	2.474198379216432	218.0	15.147474506085961	3.0	25.876004019559332
EarDia	PZA03557.1	1	12906197	2.013463964124397	0.15730515123270056	0.008734875156734167	1.0	29.759122505543473	223.0	14.780062139569974	3.0	36.99259286534243
EarDia	PZA03558.3	1	12907213	0.9418719856589576	0.332848330958877	0.004112023950672686	1.0	13.92895609149582	223.0	14.788587306533774	3.0	29.839115406461588
EarDia	PZA03663.1	1	14463283	2.4777855036672594	0.11687603808485783	0.010664309863912098	1.0	36.23950613545094	224.0	14.625764046893675	3.0	40.677795954588724
EarDia	PZA03663.2	1	14463522	0.45686557059916305	0.49977453207006706	0.001945441476412411	1.0	6.683035355619722	229.0	14.628012670893888	3.0	28.471088214836072
EarDia	PZA03662.2	1	14464249	2.455952088055482	0.11853053865747568	0.01085943311631358	1.0	35.844683231037834	218.0	14.595025450768514	3.0	39.69071637662304
EarDia	PZA01497.1	1	14578834	0.10379722473318913	0.9014515861826776	9.125768394357332E-4	2.0	1.5378513512894187	223.0	14.81591974392829	4.0	16.5997966982427
EarDia	PZA01652.1	1	14898863	1.1331750522760748	0.3240575402950221	0.010880731309725345	2.0	16.414483097137236	201.0	14.485390464754236	4.0	26.40048281943905
EarDia	PZA02393.2	1	16530875	0.2758281284754892	0.7591984805975117	0.0023837322752099164	2.0	3.982617863771793	226.0	14.438766219325954	4.0	19.584113944999103
EarDia	PZB00648.4	1	17595070	0.41314822906958576	0.5210245904345296	0.0017747774115210702	1.0	6.085541543901854	227.0	14.729680816027118	3.0	28.422185099016286
EarDia	PZB00648.5	1	17595139	0.13705980276772572	0.8719956448537962	0.0012795607428188799	2.0	1.9129927621988827	211.0	13.957358201082618	4.0	11.268678588517446
EarDia	PZB00718.1	1	17601375	1.1603944558470813	0.31532625286753035	0.010396155855838198	2.0	16.47538116704368	214.0	14.198086766121907	4.0	32.780877318320904
EarDia	PZB00718.2	1	17601417	3.516873569018933	0.03132035000279642	0.02935144095450963	2.0	50.36321410502978	227.0	14.320450569702766	4.0	45.2486996160585
EarDia	PZB00718.6	1	17601517	5.717994301661573	0.017596974220403443	0.023688532040268974	1.0	81.54706525967958	230.0	14.261480679682226	3.0	54.10987600817407
EarDia	PZB00718.3	1	17601571	1.018857977726056	0.3628100684932532	0.009413908671958493	2.0	14.855844254145495	207.0	14.580878374532235	4.0	34.476530337988265
EarDia	PZB00718.5	1	17601655	2.352449791107483	0.09742114377788084	0.01957866047299072	2.0	33.703287262200774	230.0	14.326889096465685	4.0	36.918717702807385
EarDia	PZA01030.1	1	17680592	11.63044514365334	7.672720073118651E-4	0.047462736238643125	1.0	161.40587238174294	228.0	13.877875729444552	3.0	78.84351291967626
EarDia	PZA00358.12	1	18908016	0.5883181237876256	0.5561198433768914	0.0051212159293733805	2.0	8.662081206057792	223.0	14.723464832752084	4.0	24.872359956994956
EarDia	PZA00425.11	1	21457474	1.024366581974863	0.3125630593287013	0.004396208776551908	1.0	14.93351067961521	227.0	14.57828763881099	3.0	29.21177408980384
EarDia	PZA00425.4	1	21457569	0.5055095845736584	0.6039132364168428	0.004561188164995839	2.0	7.141901799555626	215.0	14.128123417440312	4.0	23.51263961653183
EarDia	PHM13619.5	1	22281738	0.4613066119135109	0.6310596056111673	0.00403078069001199	2.0	6.648897825816903	223.0	14.413185621244653	4.0	21.230416927872056
EarDia	PZA02487.1	1	22601426	0.5820066067035754	0.4463154553963087	0.0024870155601514296	1.0	8.323486882771249	228.0	14.301361508445082	3.0	28.688913297026374
EarDia	PHM4531.46	1	22918337	2.6373612047466453	0.10578940901770689	0.011386655265480501	1.0	37.4414439910488	223.0	14.19655522484474	3.0	40.784832509992306
EarDia	PZD00096.1	1	23266657	1.529940521557875	0.2173994737311195	0.006539056293124319	1.0	22.353943102541507	227.0	14.610988327689636	3.0	33.94434958365431
EarDia	PZD00097.1	1	23267335	0.004290299338749195	0.9478353591430876	1.9136324957930405E-5	1.0	0.06493835561832384	219.0	15.136089697008444	3.0	26.21882597822575
EarDia	PZD00098.2	1	23267835	4.698151881138395	0.03127352077112591	0.020546270559850654	1.0	69.38707375992726	219.0	14.769014607317098	3.0	47.566207795226546
EarDia	PZD00098.1	1	23267898	0.06118348313836499	0.8048689537591956	2.756394524800684E-4	1.0	0.9271743813683315	217.0	15.153998004192548	3.0	25.101345873774637
EarDia	PZA02921.4	1	25035053	3.1067530254134543	0.07943690909290636	0.014301320118965956	1.0	43.41950184973166	208.0	13.975846002098375	3.0	43.02418545107488
EarDia	PZA02921.9	1	25035236	0.9340989921743922	0.39451386394289034	0.008333942180526403	2.0	13.941469349230374	217.0	14.925044846454092	4.0	26.743367282281042
EarDia	PZB01957.2	1	26283149	5.443935815735129	0.020503324642494523	0.02264155259074457	1.0	77.92471007177983	229.0	14.314039090348308	3.0	54.58439433792379
EarDia	PZB01957.3	1	26283224	0.7575563333700548	0.385047369583833	0.0033673997998982614	1.0	11.427136934369628	219.0	15.084207511717342	3.0	30.00622550447618
EarDia	PZB01957.1	1	26283293	4.298392230027136	0.03926220204504266	0.017914728661406223	1.0	61.62054666248878	230.0	14.33571981449905	3.0	47.480942690585834
EarDia	PZA03004.10	1	26449707	1.742443956999188	0.1775552814537071	0.01559904477274326	2.0	24.464536840483788	215.0	14.040357936456253	4.0	29.498548010731838
EarDia	PZB02515.2	1	28084996	2.5757383456638463	0.10988563045367657	0.010814949668603047	1.0	37.23014177942741	230.0	14.454162955683321	3.0	39.33756818142334
EarDia	PZB02515.3	1	28085057	2.5426988972636493	0.11218442786604514	0.010725819676227263	1.0	36.89415336216007	229.0	14.509839683284591	3.0	38.99937440752107
EarDia	PZB02515.1	1	28085224	3.3772899714101374	0.06749355617283222	0.015309479229933155	1.0	50.78969268930814	213.0	15.038593996742794	3.0	38.10394469097446
EarDia	PZB02058.2	1	28526476	3.014474687953524	0.08389302599546858	0.01296418911365831	1.0	43.99983516542625	225.0	14.596186639502685	3.0	36.603324950836544
EarDia	PZB02058.3	1	28526850	1.8945935555350053	0.17005905266738755	0.00820988785224457	1.0	27.667408039807924	224.0	14.60334748789698	3.0	32.95354505790192
EarDia	PZA00654.12	1	32583282	0.7383993305258829	0.39114016089224923	0.003357557097842048	1.0	10.907752768061073	213.0	14.772159612187956	3.0	34.082328823497996
EarDia	PZA02490.1	1	32627736	2.397450406906736	0.09349548028653054	0.022420539223897855	2.0	35.3100604391409	205.0	14.728171367973788	4.0	32.63017404944674
EarDia	PZA02806.4	1	34326335	0.01892535797962991	0.8907026340124409	8.141336557309046E-5	1.0	0.2718024507298651	227.0	14.361812919069564	3.0	26.138912215284563
EarDia	PZA01455.1	1	34388212	0.768828468673602	0.46478054519036704	0.00666430551868883	2.0	11.087143890925972	223.0	14.420829018017155	4.0	27.869185266090767
EarDia	PZB01662.2	1	34479054	0.05287680564113811	0.8183353332031096	2.244526359104138E-4	1.0	0.7726715069206875	230.0	14.612673695998568	3.0	27.18507809058777
EarDia	PZB01662.1	1	34479214	1.9110317439740838	0.15026918238838108	0.015964935937854367	2.0	27.48251458665527	230.0	14.380982771905211	4.0	33.80833136503463
EarDia	PZA02686.1	1	34724095	1.1993240152022138	0.27463294028504553	0.005202748806230588	1.0	17.547878296636554	224.0	14.631474125595549	3.0	31.786284396891308
EarDia	PZA00017.1	1	35620725	1.8288629505123861	0.1776378500406715	0.007997057744460162	1.0	26.446467683428637	222.0	14.460606616815777	3.0	32.25668515748248
EarDia	PZA00017.4	1	35620809	3.2627120192177097	0.0722080257485324	0.013947752245896757	1.0	46.52472262006813	225.0	14.259524697868745	3.0	42.41665901910195
EarDia	PZA00192.7	1	35621803	1.900915519937248	0.16938251983440455	0.008431001147301278	1.0	26.465665368373266	219.0	13.922588926648846	3.0	30.01410355457574
EarDia	PZA00192.6	1	35621919	2.6160991980831474	0.10718525446629937	0.01126792352826594	1.0	38.30161808744833	225.0	14.640736144681542	3.0	35.002357131353165
EarDia	PZA03345.1	1	36548526	0.06684718531807604	0.9353564484165212	5.725506857095461E-4	2.0	0.9789131835907483	228.0	14.644044905298982	4.0	20.15976718623915
EarDia	PZA03345.3	1	36548537	0.08833936058015517	0.9154816120202272	7.604636287874287E-4	2.0	1.304140108584079	227.0	14.76284297304553	4.0	19.672489407482885
EarDia	PZA03345.5	1	36548621	0.09654240463488505	0.7563066588260666	4.202725901975902E-4	1.0	1.4220301612194817	225.0	14.729591277506248	3.0	23.144009532124073
EarDia	PZA00240.6	1	41231748	0.3150510349174961	0.575155681676935	0.0013667629131571444	1.0	4.589915337421644	225.0	14.568799428396186	3.0	26.752754769528565
EarDia	PZA00240.4	1	41231931	0.04109039753231916	0.8395579399191663	1.8940378266143278E-4	1.0	0.5918968770047286	212.0	14.404749346588316	3.0	23.748744145060755
EarDia	PHM3726.129	1	41390404	1.237502561716973	0.2671348083934557	0.0053285750097915785	1.0	18.13061550375005	226.0	14.65097209867164	3.0	30.46879921808007
EarDia	PZA00274.7	1	41505016	0.5987125462876773	0.5504196751985031	0.005317302811854242	2.0	8.665527203637112	218.0	14.473602160782821	4.0	26.031047836530092
EarDia	PZA00274.14	1	41505211	1.9232147425802752	0.16693885290564647	0.008753273419425868	1.0	28.01538329652567	215.0	14.56695535670599	3.0	22.888447771662868
EarDia	PZA02376.1	1	44506999	0.174416382294496	0.6766369633793974	7.994521689181315E-4	1.0	2.539322847072526	213.0	14.558969826498108	3.0	25.08936675446527
EarDia	PZA03243.7	1	44531771	1.2420519542200463	0.2662493616163716	0.005290216430882306	1.0	18.083851427255468	228.0	14.55965780321269	3.0	32.9185330496454
EarDia	PZA03243.3	1	44531888	0.0900095102824362	0.7644384148924269	3.8547046662355957E-4	1.0	1.3169751132231795	228.0	14.631510704710102	3.0	26.85171923343887
EarDia	PZA03243.4	1	44532279	3.6658402592560857	0.056806967743201445	0.015699142452881308	1.0	53.15545787373321	225.0	14.500211169736057	3.0	41.111793434397896
EarDia	PZA03243.2	1	44532330	1.2932498120539406	0.27638255144608	0.010971345243080412	2.0	18.763363902086212	228.0	14.508692541223894	4.0	28.112239216578132
EarDia	PZA03742.2	1	44535266	2.8140653835431966	0.094854985153329	0.012276211680637621	1.0	41.39469896680339	221.0	14.709927924518663	3.0	40.349993809841635
EarDia	PZA03742.1	1	44535423	1.7306493858059409	0.17946838773881255	0.014480346802020054	2.0	24.926898783398883	230.0	14.403205518020481	4.0	32.53052346340644
EarDia	PZB00033.1	1	44691505	0.43047760425858156	0.6507304871438406	0.0037122373225599334	2.0	6.294562211711536	226.0	14.622275698994285	4.0	21.65389629056881
EarDia	PZB02517.1	1	45278871	0.7378603825592318	0.3913038203848256	0.0033420845067763973	1.0	11.150125929618298	215.0	15.111430554036042	3.0	29.107101082596728
EarDia	PZA00081.18	1	45675182	1.0788262739677483	0.3419644614469879	0.010597343512392247	2.0	14.302494795505481	200.0	13.257458722156645	4.0	11.942161599462452
EarDia	PZA03183.3	1	46064887	1.579383889669454	0.21017613225965645	0.0068859677666993245	1.0	22.503104997177616	221.0	14.24802743928662	3.0	39.717140537355895
EarDia	PZA03183.4	1	46064981	1.2292123062084905	0.2944710090482857	0.010456080333269911	2.0	17.41251077924403	226.0	14.16558448959316	4.0	32.29448591373762
EarDia	PZA03183.2	1	46065083	1.625255521336735	0.20372386350458324	0.007252921212023147	1.0	24.02346722573202	217.0	14.781347862133872	3.0	34.89820347530804
EarDia	PZA03183.5	1	46065084	4.247666822807148	0.04054221664397933	0.019514724772216142	1.0	58.66541506977137	209.0	13.811209192485876	3.0	39.89002063812192
EarDia	PZB00872.1	1	46255037	0.03955422623560935	0.8425296395538795	1.672096460298649E-4	1.0	0.575679295417558	231.0	14.554179166303426	3.0	26.947991860748516
EarDia	PZB00872.3	1	46255059	0.29289168374732777	0.7463820249843527	0.0024925240041816558	2.0	4.287741095758747	229.0	14.639340526505702	4.0	22.018076380088132
EarDia	PZD00010.3	1	46810807	2.2877744728309586	0.13177558477064308	0.009665031490103535	1.0	33.12897673252655	229.0	14.48087524620895	3.0	37.19830398723676
EarDia	ts2.4	1	46810918	6.901996867571007	0.009201979809873617	0.029049930063738648	1.0	90.51523724373419	225.0	13.114355016447417	3.0	55.04018563867081
EarDia	PZA03100.4	1	47280990	1.0683937616529877	0.34543760511361987	0.009925944083303457	2.0	15.803535300005933	208.0	14.79186407411736	4.0	26.89521843078751
EarDia	PZA03673.2	1	49531663	2.4276224003157862	0.1206575041867311	0.010709591481576419	1.0	36.34257161113737	219.0	14.970438403604247	3.0	38.311370396732094
EarDia	PZA03673.1	1	49531723	1.2377567725457699	0.26708581610113613	0.005302828780449165	1.0	18.163525253902662	226.0	14.674551298592073	3.0	36.26782530576717
EarDia	PZA03672.1	1	49533656	1.5498629375776998	0.21443935416560445	0.006618231216500419	1.0	22.60589195005241	227.0	14.585736197668835	3.0	34.91260675004256
EarDia	PHM4913.18	1	50197162	1.4511159602953843	0.22962018635731596	0.006287935057566494	1.0	20.14900533561149	224.0	13.885179328818097	3.0	31.370426728048944
EarDia	PZA03168.1	1	51514610	0.1813202080387906	0.6706631534042617	8.156914949335223E-4	1.0	2.756169391585445	217.0	15.200563805859995	3.0	26.804565458554407
EarDia	PZA03168.5	1	51514741	0.6970368668173469	0.40465894610127573	0.002978472239819761	1.0	10.177325304226542	227.0	14.600842206088695	3.0	34.190143555163104
EarDia	PZA03168.2	1	51514784	1.4637800002427208	0.22765205782449238	0.0065511916131584455	1.0	21.94060035762186	216.0	14.989001321225674	3.0	37.15880182695082
EarDia	PZA00617.16	1	53357515	1.9967957172105624	0.1590140013057317	0.008612805309157222	1.0	28.98007055472499	225.0	14.51328761622591	3.0	33.09194396417055
EarDia	PZA00617.5	1	53357638	0.753433414019382	0.47192616058839854	0.006473699906121393	2.0	10.920786287599867	226.0	14.494693339043934	4.0	24.523145000123804
EarDia	PZA03746.1	1	53431113	0.8542981360101028	0.35632072381785984	0.0036630229599676958	1.0	12.475752610599557	227.0	14.603511449604778	3.0	30.28847376906818
EarDia	PZA02737.1	1	54049220	1.064246103669649	0.34671791272421637	0.0091762984274853	2.0	15.432906994413315	225.0	14.501257689550183	4.0	25.215604804472264
EarDia	PZA02550.1	1	55173916	2.4545858484639096	0.11856889513781017	0.010410583981629947	1.0	35.20545406963129	228.0	14.342726733987737	3.0	37.185532224319864
EarDia	PZA02114.1	1	56175806	3.31243042550285	0.038331128432883145	0.029526778928876226	2.0	45.056060067088765	211.0	13.602115147897468	4.0	45.45786761387603
EarDia	PZB01062.2	1	56846640	0.588286810555266	0.5561773982119579	0.0053318886835669686	2.0	8.777767144995096	213.0	14.920897404975012	4.0	28.600848097735707
EarDia	PZB01062.3	1	56846728	0.31438711734062225	0.7305565424176357	0.002710490095153555	2.0	4.614692049643736	225.0	14.67837514679062	4.0	25.60664664583703
EarDia	PZB01273.2	1	56885823	1.9317277836012092	0.16610692776820618	0.009275124073765758	1.0	26.207358236529217	201.0	13.566796760396716	3.0	32.875745875709526
EarDia	PZA00328.1	1	59647300	0.17429741005511729	0.8401707764666912	0.001642959655923591	2.0	2.487086797880238	206.0	14.269212589525901	4.0	22.027782350376583
EarDia	PZA03561.1	1	60212051	1.7217809502930157	0.1907663424603959	0.007225961427640609	1.0	24.877968957817302	231.0	14.44897444915018	3.0	35.04875508154843
EarDia	PZA03561.2	1	60212360	2.1179294064612866	0.14704177650604697	0.009562365832084372	1.0	32.01098982454596	215.0	15.114285550258769	3.0	32.67668903777318
EarDia	PZA00378.9	1	63030387	0.10047638743209003	0.9044475717572716	8.864108964084051E-4	2.0	1.466574437802592	222.0	14.596209868650185	4.0	17.164644709444246
EarDia	PZA00294.20	1	63913289	0.7360988548648634	0.4802164100920965	0.00686092404470604	2.0	10.808273295853041	209.0	14.683181782475776	4.0	20.472674114737515
EarDia	PZA00294.22	1	63913517	3.314786069819794	0.03826197097771593	0.03016747493308588	2.0	47.63794497728372	209.0	14.371348248085742	4.0	38.65509764158185
EarDia	PZA00294.4	1	63913569	0.6163338618041253	0.5408669960969533	0.005530685982971706	2.0	8.860830562344745	216.0	14.376673279653051	4.0	24.72036028769378
EarDia	PZA03189.2	1	64260629	0.6224989889392181	0.5375616390225461	0.005609649685156749	2.0	9.09792395649174	216.0	14.615162623790347	4.0	21.698518602809713
EarDia	PZA03189.3	1	64260661	0.589681764659339	0.5554148893954254	0.005454150785943438	2.0	8.841555133417614	211.0	14.993774037637758	4.0	19.612953708663895
EarDia	PZA03189.4	1	64261105	1.3620859827458496	0.2581929734637444	0.01148541261365577	2.0	19.760328190436212	229.0	14.507401471529036	4.0	29.687151705713973
EarDia	PZA03189.1	1	64261162	1.6119357222128374	0.20189151994691865	0.014336016068395178	2.0	23.782878080941373	216.0	14.754234770783944	4.0	32.751352515625285
EarDia	PZA00263.13	1	65108131	1.995833226241509	0.15919180772301975	0.00902932482855141	1.0	30.259804448563045	213.0	15.161489472518387	3.0	40.62790333117255
EarDia	PHM5098.25	1	65825628	2.6059352455985683	0.10784738988705922	0.011050281234563497	1.0	36.913077349132436	228.0	14.165001763370261	3.0	36.94818860604164
EarDia	PZA02791.3	1	68322855	0.34019481360909304	0.7120307079931844	0.0032168720719576724	2.0	5.049394781373849	206.0	14.842656558474012	4.0	20.433088525425774
EarDia	PZA02791.6	1	68322875	3.2631166063026997	0.0400957560857156	0.02768516194563149	2.0	46.97763128955239	224.0	14.396553037306493	4.0	42.2191901371649
EarDia	PZA00714.1	1	74579886	1.261986464887288	0.2625340698550189	0.005720697426623137	1.0	18.726654716980192	214.0	14.839029766181152	3.0	32.6463951417148
EarDia	PZA00714.6	1	74580051	2.815114375057043	0.062067284354465506	0.024453091081886612	2.0	40.762831121136514	219.0	14.479991108819704	4.0	40.71084154181551
EarDia	PZA01267.3	1	76054042	1.7213345526616481	0.19085241938163205	0.0074071179558951716	1.0	24.73410532487287	226.0	14.36914473518658	3.0	30.602664162604317
EarDia	PZA00752.1	1	80803012	4.770399094076624	0.029968266650410327	0.019945408275458078	1.0	68.13587233471844	229.0	14.283054937546494	3.0	48.43287508094803
EarDia	PZA01135.1	1	82563962	0.14738580774114304	0.8630434890157501	0.0012663288819224547	2.0	2.1341485859372824	227.0	14.48001417942177	4.0	20.910980491253213
EarDia	PZA00119.4	1	83595286	0.20092079469517937	0.6544061622728669	8.64746829239306E-4	1.0	2.942574876193703	227.0	14.6454471308355	3.0	26.10003795329567
EarDia	PZA00119.1	1	83595353	2.0831329488008805	0.12696712598927737	0.01804043033097165	2.0	29.345640415175012	222.0	14.08726237663675	4.0	31.48677216371925
EarDia	PZB01235.1	1	88380734	5.295026056965514	0.005649203116065055	0.04317462553925755	2.0	74.29423650031754	229.0	14.03094823350015	4.0	57.12058035645259
EarDia	PZB01235.2	1	88380741	2.248161447151929	0.10796015516503608	0.019128946348292337	2.0	31.964581956198344	225.0	14.218098970023927	4.0	35.73487633407569
EarDia	PZB01235.3	1	88380847	0.10384317078931779	0.9014090668547096	8.833906299709974E-4	2.0	1.520033195900396	229.0	14.637777182134734	4.0	22.327599728002497
EarDia	PZB01235.4	1	88380865	1.3237139585117332	0.2681647958941052	0.011114262783648542	2.0	19.132421843754173	230.0	14.453592274017396	4.0	29.633284993584084
EarDia	PZA03240.1	1	90772226	2.0106864979592527	0.13626409061645067	0.016942148130620477	2.0	29.023709621280204	228.0	14.434726473141305	4.0	33.77400437361541
EarDia	PZA03240.2	1	90772275	3.682580608265914	0.026659747689901155	0.03044263317041097	2.0	52.375691032044415	229.0	14.222551141034641	4.0	45.994833126518074
EarDia	PZA03240.4	1	90772459	0.8338467434691029	0.3621229268769317	0.003537565279579792	1.0	12.175125697163367	229.0	14.60115517932043	3.0	32.66786621305164
EarDia	PZA03465.1	1	91279352	2.011718926269971	0.13612591673243452	0.016953123867820816	2.0	28.908612520960332	228.0	14.37010515905482	4.0	33.50830312280084
EarDia	PZA03407.2	1	91391968	2.9065912667322644	0.08959230945419898	0.01237383233007953	1.0	41.981186451608664	226.0	14.443443401247821	3.0	42.84034259187168
EarDia	PZA03407.3	1	91392495	7.797696813310621	0.005679444843089569	0.03261516949808093	1.0	111.12148329872616	226.0	14.250551920541778	3.0	62.141449329560906
EarDia	PZA03407.4	1	91392609	7.910334493407163E-4	0.9775866969792161	3.3752085037440684E-6	1.0	0.011569253975267202	229.0	14.625492746115286	3.0	26.159168161053003
EarDia	PZA00944.1	1	91429024	0.6767365313010307	0.4115648142486835	0.002866107449468584	1.0	9.856229341261951	230.0	14.564352425770899	3.0	29.696441300098133
EarDia	PZA00944.2	1	91429158	0.2531670848883119	0.6153939862405348	0.0012032653861126564	1.0	3.745529226945564	205.0	14.794692716859124	3.0	26.630642183977823
